,amount,commission,sid,status,time,symbol
171,2700,49.896,2010001711,1,2015/08/17,002268
172,111400,446.157,2010004357,1,2015/08/14,601933
173,5200,58.812,2010004534,1,2015/08/17,002555
174,3200,56.5824,2010004939,1,2015/08/17,002625
175,100,1.482,2010004990,1,2015/08/17,002642
176,9200,40.5168,2010007117,1,2015/08/17,603993
177,-37900,1985.581,2010001047,1,2015/08/18,000503
178,-40000,2000.96,2010004534,1,2015/08/18,002555
179,-25600,1930.24,2010004939,1,2015/08/18,002625
180,25700,116.6523,2010000153,1,2015/08/18,600177
181,-22000,432.718,2010000153,1,2015/08/19,600177
182,9500,111.0075,2010000279,1,2015/08/18,600315
183,-9800,496.223,2010000279,1,2015/08/19,600315
184,15100,119.8638,2010000361,1,2015/08/18,600410
185,-14100,485.0118,2010000361,1,2015/08/19,600410
186,34200,119.9394,2010000477,1,2015/08/18,600565
187,-38300,582.0451,2010000477,1,2015/08/19,600565
188,58900,438.5694,2010000778,1,2015/08/19,600867
189,5600,106.1256,2010001711,1,2015/08/18,002268
190,-6700,550.2107,2010001711,1,2015/08/19,002268
191,32600,121.0764,2010004357,1,2015/08/18,601933
192,-29000,466.726,2010004357,1,2015/08/19,601933
193,35000,480.06,2010004516,1,2015/08/19,300182
194,8300,119.2959,2010004990,1,2015/08/18,002642
195,-7900,492.0357,2010004990,1,2015/08/19,002642
196,28200,121.7394,2010007117,1,2015/08/18,603993
197,-24300,454.5801,2010007117,1,2015/08/19,603993
198,-97700,1794.6513,2010000153,1,2015/08/20,600177
199,-400,19.0476,2010000279,1,2015/08/20,600315
200,1000,7.143,2010000361,1,2015/08/20,600410
201,-2100,32.1048,2010000477,1,2015/08/20,600565
202,2200,15.3384,2010000778,1,2015/08/20,600867
203,-400,30.42,2010001711,1,2015/08/20,002268
204,-1800,102.024,2010004516,1,2015/08/20,300182
205,600,7.776,2010004990,1,2015/08/20,002642
206,-1200,20.9664,2010007117,1,2015/08/20,603993
207,7500,25.065,2010004357,1,2015/08/20,601933
208,9300,92.1537,2010000279,1,2015/08/21,600315
209,17100,109.9359,2010000361,1,2015/08/21,600410
210,20700,65.7018,2010000477,1,2015/08/21,600565
211,15100,94.7676,2010000778,1,2015/08/21,600867
212,106700,398.244,2010000945,1,2015/08/20,000009
213,-24100,1649.5245,2010001711,1,2015/08/21,002268
214,-122500,1597.2775,2010004357,1,2015/08/21,601933
215,7400,87.1128,2010004516,1,2015/08/21,300182
216,9400,109.6416,2010004990,1,2015/08/21,002642
217,26300,95.469,2010007117,1,2015/08/21,603993
218,22800,84.132,2010000945,1,2015/08/21,000009
219,-48300,2001.1173,2010000279,1,2015/08/24,600315
220,-74400,1865.7288,2010000361,1,2015/08/24,600410
221,-76200,1884.1212,2010000778,1,2015/08/24,600867
222,-40600,1864.1896,2010004516,1,2015/08/24,300182
223,-41000,1864.967,2010004990,1,2015/08/24,002642
224,-131800,1865.8926,2010007117,1,2015/08/24,603993
225,394100,1185.2964,2010000945,1,2015/08/24,000009
226,368800,1294.488,2010001038,1,2015/08/25,000425
227,-132000,1755.468,2010000945,1,2015/08/26,000009
228,-35400,552.24,2010001038,1,2015/08/26,000425
229,-2200,32.175,2010000945,1,2015/08/27,000009
230,-1400,24.024,2010001038,1,2015/08/27,000425
231,-11600,166.634,2010000945,1,2015/08/28,000009
232,-10000,169.65,2010001038,1,2015/08/28,000425
233,2900,8.6565,2010000945,1,2015/08/31,000009
234,300,1.0575,2010001038,1,2015/08/31,000425
235,14100,41.454,2010000945,1,2015/09/01,000009
236,12000,38.196,2010001038,1,2015/09/01,000425
237,-8300,107.7921,2010000945,1,2015/09/02,000009
238,22600,78.309,2010001038,1,2015/09/02,000425
239,5600,17.5224,2010000945,1,2015/09/07,000009
240,-17700,279.1113,2010001038,1,2015/09/07,000425
241,-101300,1510.4843,2010000945,1,2015/09/08,000009
242,-89200,1451.8192,2010001038,1,2015/09/08,000425
243,286300,940.4955,2010006897,1,2015/09/08,300315
244,-69900,990.483,2010000945,1,2015/09/09,000009
245,-47600,762.3616,2010001038,1,2015/09/09,000425
246,-54900,811.4769,2010006897,1,2015/09/09,300315
247,101300,745.1628,2010003306,1,2015/09/09,002292
248,9600,31.9392,2010000945,1,2015/09/10,000009
249,1500,5.7555,2010001038,1,2015/09/10,000425
250,1100,8.745,2010003306,1,2015/09/10,002292
251,-10300,150.7714,2010006897,1,2015/09/10,300315
252,1700,5.0898,2010000945,1,2015/09/11,000009
253,-2500,37.4075,2010001038,1,2015/09/11,000425
254,-5200,161.226,2010003306,1,2015/09/11,002292
255,7600,23.0964,2010006897,1,2015/09/11,300315
256,5000,13.515,2010000945,1,2015/09/14,000009
257,4300,14.0094,2010001038,1,2015/09/14,000425
258,2000,12.882,2010003306,1,2015/09/14,002292
259,5000,13.68,2010006897,1,2015/09/14,300315
260,-237200,3055.8476,2010000945,1,2015/09/15,000009
261,-99200,3046.0352,2010003306,1,2015/09/15,002292
262,-233700,3047.2143,2010006897,1,2015/09/15,300315
263,194900,1068.2469,2010000156,1,2015/09/16,600180
264,301700,1124.613,2010001038,1,2015/09/15,000425
265,-176100,2930.304,2010001038,1,2015/09/16,000425
266,26900,147.7617,2010000156,1,2015/09/17,600180
267,-14600,248.638,2010001038,1,2015/09/17,000425
268,1400,8.3244,2010000156,1,2015/09/18,600180
269,-4600,86.112,2010001038,1,2015/09/18,000425
270,-4300,118.4521,2010000156,1,2015/09/21,600180
271,-10800,193.8924,2010001038,1,2015/09/21,000425
272,-12300,349.2216,2010000156,1,2015/09/22,600180
273,15600,22.4172,2010001038,1,2015/09/22,000425
274,103500,683.721,2010000156,1,2015/09/23,600180
275,-941100,5640.0123,2010001038,1,2015/09/23,000425
276,-5600,155.5008,2010000156,1,2015/09/24,600180
277,4500,29.7,2010000156,1,2015/09/25,600180
278,-4400,120.2916,2010000156,1,2015/09/28,600180
279,6800,41.6772,2010000156,1,2015/09/29,600180
280,4700,30.9072,2010000156,1,2015/09/30,600180
281,-112600,3284.7672,2010000156,1,2015/10/08,600180
282,171100,1343.8194,2010003622,1,2015/10/08,002399
283,-2300,69.6371,2010000156,1,2015/10/09,600180
284,1200,9.8172,2010003622,1,2015/10/09,002399
285,-52000,1615.64,2010000156,1,2015/10/12,600180
286,-44800,1600.4352,2010003622,1,2015/10/12,002399
287,139300,1046.0037,2010000171,1,2015/10/12,600196
288,-31500,962.7345,2010000156,1,2015/10/13,600180
289,-27000,869.778,2010000171,1,2015/10/13,600196
290,-25200,894.6756,2010003622,1,2015/10/13,002399
291,190000,807.69,2010000059,1,2015/10/13,600074
292,6600,28.6704,2010000059,1,2015/10/14,600074
293,800,5.8296,2010000156,1,2015/10/14,600180
294,100,0.7557,2010000171,1,2015/10/14,600196
295,-200,7.3216,2010003622,1,2015/10/14,002399
296,-200,3.7466,2010000059,1,2015/10/15,600074
297,-1400,44.3716,2010000156,1,2015/10/15,600180
298,400,3.0036,2010000171,1,2015/10/15,600196
299,-1100,40.3832,2010003622,1,2015/10/15,002399
300,700,3.1143,2010000059,1,2015/10/16,600074
301,-500,15.6195,2010000156,1,2015/10/16,600180
302,700,5.481,2010000171,1,2015/10/16,600196
303,-300,10.8498,2010003622,1,2015/10/16,002399
304,-36000,724.932,2010000059,1,2015/10/19,600074
305,-17200,547.1492,2010000156,1,2015/10/19,600180
306,-22000,737.594,2010000171,1,2015/10/19,600196
307,-14800,547.1856,2010003622,1,2015/10/19,002399
308,232000,698.088,2010003570,1,2015/10/19,601158
309,-27000,489.294,2010000059,1,2015/10/20,600074
310,-14500,425.633,2010000156,1,2015/10/20,600180
311,-11000,345.345,2010000171,1,2015/10/20,600196
312,-25000,295.425,2010003570,1,2015/10/20,601158
313,-12900,444.0696,2010003622,1,2015/10/20,002399
314,-12500,230.5875,2010000059,1,2015/10/21,600074
315,-9800,291.109,2010000156,1,2015/10/21,600180
316,-10300,338.6331,2010000171,1,2015/10/21,600196
317,-20600,253.071,2010003570,1,2015/10/21,601158
318,-9000,321.984,2010003622,1,2015/10/21,002399
319,422700,561.4479,2010004625,1,2015/10/20,601258
320,-39300,232.4595,2010004625,1,2015/10/21,601258
321,-23600,435.0424,2010000059,1,2015/10/22,600074
322,-14200,427.5336,2010000156,1,2015/10/22,600180
323,-15200,516.3288,2010000171,1,2015/10/22,600196
324,-39200,500.4272,2010003570,1,2015/10/22,601158
325,-13400,519.987,2010003622,1,2015/10/22,002399
326,-26600,660.478,2010004214,1,2015/10/22,002491
327,-77800,464.2326,2010004625,1,2015/10/22,601258
328,105200,571.938,2010004214,1,2015/10/21,002491
329,-25800,494.715,2010000059,1,2015/10/23,600074
330,-16700,494.5538,2010000156,1,2015/10/23,600180
331,-15800,528.0834,2010000171,1,2015/10/23,600196
332,27700,406.9317,2010001473,1,2015/10/22,002030
333,-6900,428.6763,2010001473,1,2015/10/23,002030
334,-43000,541.671,2010003570,1,2015/10/23,601158
335,-16300,624.0455,2010003622,1,2015/10/23,002399
336,-25000,558.675,2010004214,1,2015/10/23,002491
337,-82800,489.762,2010004625,1,2015/10/23,601258
338,90100,406.5312,2010005062,1,2015/10/22,601800
339,-22100,432.0992,2010005062,1,2015/10/23,601800
340,92200,294.8556,2010001083,1,2015/10/23,000540
341,38200,314.577,2010001228,1,2015/10/23,000712
342,23800,296.31,2010003325,1,2015/10/23,300003
343,48700,297.1674,2010004250,1,2015/10/23,600998
344,-3900,82.2861,2010000059,1,2015/10/26,600074
345,-1500,52.182,2010001228,1,2015/10/26,000712
346,-300,3.8376,2010003570,1,2015/10/26,601158
347,-100,3.8688,2010003622,1,2015/10/26,002399
348,-1600,9.3392,2010004625,1,2015/10/26,601258
349,-1100,21.7503,2010005062,1,2015/10/26,601800
350,-16400,339.2012,2010000059,1,2015/10/27,600074
351,-9200,273.5252,2010000156,1,2015/10/27,600180
352,-6100,197.5363,2010000171,1,2015/10/27,600196
353,-14300,196.1245,2010001083,1,2015/10/27,000540
354,-5200,175.1516,2010001228,1,2015/10/27,000712
355,-3600,211.536,2010001473,1,2015/10/27,002030
356,-4900,256.711,2010003325,1,2015/10/27,300003
357,-18300,241.9443,2010003570,1,2015/10/27,601158
358,-5900,220.896,2010003622,1,2015/10/27,002399
359,-9300,193.44,2010004214,1,2015/10/27,002491
360,-8800,224.796,2010004250,1,2015/10/27,600998
361,-33700,195.3926,2010004625,1,2015/10/27,601258
362,-11500,215.579,2010005062,1,2015/10/27,601800
363,15100,73.2501,2010000059,1,2015/10/28,600074
364,11600,78.996,2010000156,1,2015/10/28,600180
365,9600,72.576,2010000171,1,2015/10/28,600196
366,49600,233.3184,2010000336,1,2015/10/27,600380
367,2100,6.6087,2010001083,1,2015/10/26,000540
368,21000,66.087,2010001083,1,2015/10/28,000540
369,9600,74.5632,2010001228,1,2015/10/28,000712
370,55400,232.5138,2010001447,1,2015/10/27,002004
371,200,2.6868,2010001473,1,2015/10/26,002030
372,6100,81.9474,2010001473,1,2015/10/28,002030
373,16300,233.253,2010001626,1,2015/10/27,002183
374,400,4.9056,2010003325,1,2015/10/26,300003
375,7100,87.0744,2010003325,1,2015/10/28,300003
376,19200,58.9824,2010003570,1,2015/10/28,601158
377,8700,75.4551,2010003622,1,2015/10/28,002399
378,4900,24.6519,2010004214,1,2015/10/26,002491
379,700,4.1349,2010004250,1,2015/10/26,600998
380,13600,80.3352,2010004250,1,2015/10/28,600998
381,51500,69.525,2010004625,1,2015/10/28,601258
382,18500,79.3095,2010005062,1,2015/10/28,601800
383,-16300,332.8949,2010000059,1,2015/10/29,600074
384,-10500,306.579,2010000156,1,2015/10/29,600180
385,-10200,330.3066,2010000171,1,2015/10/29,600196
386,-22900,310.5011,2010001083,1,2015/10/29,000540
387,-9400,322.8524,2010001228,1,2015/10/29,000712
388,-5200,304.4704,2010001473,1,2015/10/29,002030
389,-6300,326.0439,2010003325,1,2015/10/29,300003
390,-24800,328.5256,2010003570,1,2015/10/29,601158
391,-8600,318.4064,2010003622,1,2015/10/29,002399
392,-300,6.2985,2010004214,1,2015/10/29,002491
393,-12600,322.8498,2010004250,1,2015/10/29,600998
394,-57000,326.781,2010004625,1,2015/10/29,601258
395,-16600,311.1836,2010005062,1,2015/10/29,601800
396,-200,5.7902,2010000156,1,2015/10/30,600180
397,-100,3.2032,2010000171,1,2015/10/30,600196
398,-800,10.6808,2010001083,1,2015/10/30,000540
399,-1200,39.6864,2010001228,1,2015/10/30,000712
400,-400,21.7412,2010001473,1,2015/10/30,002030
401,-900,12.0042,2010003570,1,2015/10/30,601158
402,-100,3.6647,2010003622,1,2015/10/30,002399
403,-48900,954.8214,2010004214,1,2015/10/30,002491
404,-700,17.5539,2010004250,1,2015/10/30,600998
405,-1400,26.299,2010005062,1,2015/10/30,601800
406,1700,11.4087,2010000156,1,2015/11/02,600180
407,1600,11.8032,2010000171,1,2015/11/02,600196
408,2600,11.115,2010000336,1,2015/10/29,600380
409,1300,5.5575,2010000336,1,2015/10/30,600380
410,4900,20.9475,2010000336,1,2015/11/02,600380
411,4200,12.6882,2010001083,1,2015/11/02,000540
412,2400,17.9568,2010001228,1,2015/11/02,000712
413,3100,12.3876,2010001447,1,2015/10/29,002004
414,300,1.1988,2010001447,1,2015/10/30,002004
415,5200,20.7792,2010001447,1,2015/11/02,002004
416,-17900,957.5605,2010001473,1,2015/11/02,002030
417,800,11.28,2010001626,1,2015/10/29,002183
418,800,11.28,2010001626,1,2015/10/30,002183
419,800,11.28,2010001626,1,2015/11/02,002183
420,100,1.1424,2010003325,1,2015/10/30,300003
421,1200,13.7088,2010003325,1,2015/11/02,300003
422,2500,7.2975,2010003570,1,2015/11/02,601158
423,1400,12.1506,2010003622,1,2015/11/02,002399
424,2500,14.8575,2010004250,1,2015/11/02,600998
425,600,0.7722,2010004625,1,2015/10/30,601258
426,10000,12.87,2010004625,1,2015/11/02,601258
427,2000,8.724,2010005062,1,2015/11/02,601800
428,2200,25.6806,2010000381,1,2015/11/02,600446
429,-2400,74.88,2010000156,1,2015/11/03,600180
430,-1900,63.3061,2010000171,1,2015/11/03,600196
431,-3100,63.1904,2010000336,1,2015/11/03,600380
432,-3300,45.0021,2010001083,1,2015/11/03,000540
433,-1300,46.3567,2010001228,1,2015/11/03,000712
434,-4800,89.1696,2010001447,1,2015/11/03,002004
435,-1900,120.6595,2010001626,1,2015/11/03,002183
436,-700,37.4829,2010003325,1,2015/11/03,300003
437,-600,7.9092,2010003570,1,2015/11/03,601158
438,-2400,93.912,2010003622,1,2015/11/03,002399
439,-3600,95.8932,2010004250,1,2015/11/03,600998
440,-9000,52.416,2010004625,1,2015/11/03,601258
441,-3700,73.4487,2010005062,1,2015/11/03,601800
442,-700,21.0483,2010000156,1,2015/11/04,600180
443,100,0.7797,2010000171,1,2015/11/04,600196
444,-2500,50.635,2010000336,1,2015/11/04,600380
445,-800,48.2872,2010000381,1,2015/11/04,600446
446,500,1.5735,2010001083,1,2015/11/04,000540
447,-1400,53.3806,2010001228,1,2015/11/04,000712
448,-1300,23.5079,2010001447,1,2015/11/04,002004
449,100,1.4163,2010001626,1,2015/11/04,002183
450,-600,31.824,2010003325,1,2015/11/04,300003
451,500,1.5,2010003570,1,2015/11/04,601158
452,100,0.8931,2010003622,1,2015/11/04,002399
453,500,3.0315,2010004250,1,2015/11/04,600998
454,800,1.0872,2010004625,1,2015/11/04,601258
455,20700,245.3571,2010000279,1,2015/11/04,600315
456,100,1.3929,2010000381,1,2015/11/03,600446
457,17900,236.6955,2010000381,1,2015/10/30,600446
458,60200,271.9836,2010000393,1,2015/11/03,600466
459,-2300,71.6105,2010000156,1,2015/11/05,600180
460,-3600,123.084,2010000171,1,2015/11/05,600196
461,-1900,98.0096,2010000279,1,2015/11/05,600315
462,-5100,104.3562,2010000336,1,2015/11/05,600380
463,-3400,219.5414,2010000381,1,2015/11/05,600446
464,-10800,216.0756,2010000393,1,2015/11/05,600466
465,-7900,112.0457,2010001083,1,2015/11/05,000540
466,-4800,197.6208,2010001228,1,2015/11/05,000712
467,-4500,82.134,2010001447,1,2015/11/05,002004
468,-1100,72.5725,2010001626,1,2015/11/05,002183
469,-1800,97.2504,2010003325,1,2015/11/05,300003
470,-7200,95.472,2010003570,1,2015/11/05,601158
471,-2400,94.9728,2010003622,1,2015/11/05,002399
472,-3500,92.82,2010004250,1,2015/11/05,600998
473,-20400,121.1964,2010004625,1,2015/11/05,601258
474,-9600,206.6688,2010005062,1,2015/11/05,601800
475,-9800,335.699,2010000156,1,2015/11/06,600180
476,-8200,283.8758,2010000171,1,2015/11/06,600196
477,-5200,269.048,2010000279,1,2015/11/06,600315
478,-13600,281.2888,2010000336,1,2015/11/06,600380
479,-5200,362.0656,2010000381,1,2015/11/06,600446
480,-14500,284.258,2010000393,1,2015/11/06,600466
481,-21600,302.1408,2010001083,1,2015/11/06,000540
482,-8400,339.9396,2010001228,1,2015/11/06,000712
483,-15200,294.6216,2010001447,1,2015/11/06,002004
484,-5200,344.6924,2010001626,1,2015/11/06,002183
485,-5400,293.1552,2010003325,1,2015/11/06,300003
486,-21700,285.7673,2010003570,1,2015/11/06,601158
487,-7300,290.2991,2010003622,1,2015/11/06,002399
488,-10500,277.5045,2010004250,1,2015/11/06,600998
489,-46700,277.4447,2010004625,1,2015/11/06,601258
490,-12200,262.9588,2010005062,1,2015/11/06,601800
491,500,2.4525,2010000059,1,2015/10/30,600074
492,-7400,157.287,2010000059,1,2015/11/09,600074
493,5400,45.9594,2010000156,1,2015/11/09,600180
494,7100,56.3598,2010000171,1,2015/11/09,600196
495,4800,57.168,2010000279,1,2015/11/09,600315
496,49800,157.617,2010000326,1,2015/11/06,600369
497,20500,64.8825,2010000326,1,2015/11/09,600369
498,12000,55.116,2010000336,1,2015/11/09,600380
499,2900,47.5803,2010000381,1,2015/11/09,600446
500,13800,63.3834,2010000393,1,2015/11/09,600466
501,20200,236.4006,2010000565,1,2015/11/09,600654
502,29700,155.925,2010000748,1,2015/11/06,600837
503,52000,171.288,2010000851,1,2015/11/06,601099
504,19000,61.617,2010001083,1,2015/11/09,000540
505,6500,59.475,2010001228,1,2015/11/09,000712
506,40700,155.067,2010001278,1,2015/11/06,000783
507,28700,227.7345,2010001333,1,2015/11/05,000858
508,11000,48.378,2010001447,1,2015/11/09,002004
509,3800,56.7834,2010001626,1,2015/11/09,002183
510,75400,161.0544,2010003287,1,2015/11/06,601668
511,21800,168.8628,2010003291,1,2015/11/06,601788
512,4600,57.7392,2010003325,1,2015/11/09,300003
513,24400,156.4284,2010003546,1,2015/11/06,601688
514,19900,60.894,2010003570,1,2015/11/09,601158
515,6300,57.5883,2010003622,1,2015/11/09,002399
516,45300,178.8444,2010004185,1,2015/11/06,601377
517,9800,60.5052,2010004250,1,2015/11/09,600998
518,43400,59.7618,2010004625,1,2015/11/09,601258
519,11900,57.834,2010005062,1,2015/11/09,601800
520,44700,158.3721,2010009693,1,2015/11/06,000166
521,-13800,293.6778,2010000059,1,2015/11/10,600074
522,-10500,384.111,2010000156,1,2015/11/10,600180
523,-9000,309.933,2010000171,1,2015/11/10,600196
524,-6000,310.752,2010000279,1,2015/11/10,600315
525,-23900,334.9346,2010000326,1,2015/11/10,600369
526,-14100,292.9134,2010000336,1,2015/11/10,600380
527,-4700,334.7669,2010000381,1,2015/11/10,600446
528,-16700,345.189,2010000393,1,2015/11/10,600466
529,-7600,378.2064,2010000565,1,2015/11/10,600654
530,-1700,38.8739,2010000748,1,2015/11/10,600837
531,-7400,106.6858,2010000851,1,2015/11/10,601099
532,-22900,318.8367,2010001083,1,2015/11/10,000540
533,-7400,301.2022,2010001228,1,2015/11/10,000712
534,-2100,35.763,2010001278,1,2015/11/10,000783
535,-10200,346.8816,2010001333,1,2015/11/10,000858
536,-15800,315.289,2010001447,1,2015/11/10,002004
537,-4500,291.915,2010001626,1,2015/11/10,002183
538,-6700,61.4926,2010003287,1,2015/11/10,601668
539,-2800,99.9544,2010003291,1,2015/11/10,601788
540,-5800,316.68,2010003325,1,2015/11/10,300003
541,-1500,42.471,2010003546,1,2015/11/10,601688
542,-24500,323.9145,2010003570,1,2015/11/10,601158
543,-7900,315.6998,2010003622,1,2015/11/10,002399
544,-8100,140.2596,2010004185,1,2015/11/10,601377
545,-12300,330.0336,2010004250,1,2015/11/10,600998
546,-54100,322.8147,2010004625,1,2015/11/10,601258
547,-14100,298.779,2010005062,1,2015/11/10,601800
548,-3200,49.504,2010009693,1,2015/11/10,000166
549,-400,5.772,2010000326,1,2015/11/11,600369
550,-1000,21.203,2010000336,1,2015/11/11,600380
551,-800,16.1824,2010000393,1,2015/11/11,600466
552,-200,8.0288,2010001228,1,2015/11/11,000712
553,-700,11.5115,2010001278,1,2015/11/11,000783
554,-1100,21.9505,2010001447,1,2015/11/11,002004
555,-900,30.7008,2010003291,1,2015/11/11,601788
556,-100,2.8821,2010003546,1,2015/11/11,601688
557,-200,2.886,2010000326,1,2015/11/12,600369
558,-100,5.2,2010000279,1,2015/11/13,600315
559,-400,5.6368,2010000326,1,2015/11/13,600369
560,-200,14.3624,2010000381,1,2015/11/13,600446
561,-100,2.1879,2010000748,1,2015/11/13,600837
562,-900,12.5307,2010000851,1,2015/11/13,601099
563,-1000,14.144,2010001083,1,2015/11/13,000540
564,-100,4.1704,2010001228,1,2015/11/13,000712
565,-3300,57.8721,2010001278,1,2015/11/13,000783
566,-100,3.3332,2010001333,1,2015/11/13,000858
567,-500,34.034,2010001626,1,2015/11/13,002183
568,-400,6.6144,2010004185,1,2015/11/13,601377
569,-400,2.3816,2010004625,1,2015/11/13,601258
570,-500,7.527,2010009693,1,2015/11/13,000166
571,-2100,44.1168,2010000059,1,2015/11/16,600074
572,-600,21.06,2010000156,1,2015/11/16,600180
573,-700,23.5599,2010000171,1,2015/11/16,600196
574,-300,15.6429,2010000279,1,2015/11/16,600315
575,-200,2.8158,2010000326,1,2015/11/16,600369
576,-1800,38.0718,2010000336,1,2015/11/16,600380
577,-400,27.7368,2010000381,1,2015/11/16,600446
578,-2200,42.2422,2010000393,1,2015/11/16,600466
579,-500,23.569,2010000565,1,2015/11/16,600654
580,-300,6.6729,2010000748,1,2015/11/16,600837
581,-800,11.3048,2010000851,1,2015/11/16,601099
582,-2300,32.6209,2010001083,1,2015/11/16,000540
583,-1000,42.029,2010001228,1,2015/11/16,000712
584,-400,6.9368,2010001278,1,2015/11/16,000783
585,-400,13.4732,2010001333,1,2015/11/16,000858
586,-800,15.0592,2010001447,1,2015/11/16,002004
587,-400,26.0,2010001626,1,2015/11/16,002183
588,-2100,18.5094,2010003287,1,2015/11/16,601668
589,-200,6.682,2010003291,1,2015/11/16,601788
590,-200,10.6184,2010003325,1,2015/11/16,300003
591,-2400,31.512,2010003570,1,2015/11/16,601158
592,-700,27.7277,2010003622,1,2015/11/16,002399
593,-800,13.1248,2010004185,1,2015/11/16,601377
594,-1100,28.028,2010004250,1,2015/11/16,600998
595,-900,5.2182,2010004625,1,2015/11/16,601258
596,-1900,39.8658,2010005062,1,2015/11/16,601800
597,-800,12.2616,2010009693,1,2015/11/16,000166
598,200,0.939,2010000059,1,2015/11/11,600074
599,400,1.878,2010000059,1,2015/11/12,600074
600,1000,4.695,2010000059,1,2015/11/13,600074
601,500,2.3475,2010000059,1,2015/11/17,600074
602,200,1.557,2010000156,1,2015/11/11,600180
603,500,3.8925,2010000156,1,2015/11/12,600180
604,100,0.7785,2010000156,1,2015/11/13,600180
605,500,3.8925,2010000156,1,2015/11/17,600180
606,100,0.7581,2010000171,1,2015/11/11,600196
607,400,3.0324,2010000171,1,2015/11/12,600196
608,500,3.7905,2010000171,1,2015/11/13,600196
609,300,3.6036,2010000279,1,2015/11/12,600315
610,-100,5.2052,2010000279,1,2015/11/17,600315
611,-300,3.9546,2010000326,1,2015/11/17,600369
612,100,0.4659,2010000336,1,2015/11/12,600380
613,900,4.1931,2010000336,1,2015/11/13,600380
614,-300,6.0567,2010000336,1,2015/11/17,600380
615,500,7.4955,2010000381,1,2015/11/12,600446
616,200,2.9982,2010000381,1,2015/11/17,600446
617,1400,6.2328,2010000393,1,2015/11/12,600466
618,2200,9.7944,2010000393,1,2015/11/13,600466
619,300,1.3356,2010000393,1,2015/11/17,600466
620,300,3.0888,2010000565,1,2015/11/11,600654
621,500,5.148,2010000565,1,2015/11/12,600654
622,500,5.148,2010000565,1,2015/11/17,600654
623,100,0.5049,2010000748,1,2015/11/11,600837
624,1500,7.5735,2010000748,1,2015/11/12,600837
625,-700,15.3153,2010000748,1,2015/11/17,600837
626,2900,8.787,2010000851,1,2015/11/12,601099
627,-1000,13.13,2010000851,1,2015/11/17,601099
628,900,3.24,2010001083,1,2015/11/11,000540
629,2200,7.92,2010001083,1,2015/11/12,000540
630,-500,7.8,2010001083,1,2015/11/17,000540
631,500,4.6185,2010001228,1,2015/11/12,000712
632,-200,8.0054,2010001228,1,2015/11/17,000712
633,2200,8.3292,2010001278,1,2015/11/12,000783
634,400,3.1224,2010001333,1,2015/11/11,000858
635,800,6.2448,2010001333,1,2015/11/12,000858
636,-400,13.5304,2010001333,1,2015/11/17,000858
637,700,2.9295,2010001447,1,2015/11/12,002004
638,1400,5.859,2010001447,1,2015/11/13,002004
639,400,5.7456,2010001626,1,2015/11/12,002183
640,300,4.3092,2010001626,1,2015/11/17,002183
641,1400,2.835,2010003287,1,2015/11/11,601668
642,3600,7.29,2010003287,1,2015/11/12,601668
643,1200,8.6364,2010003291,1,2015/11/12,601788
644,-100,3.1187,2010003291,1,2015/11/17,601788
645,200,2.364,2010003325,1,2015/11/12,300003
646,400,4.728,2010003325,1,2015/11/13,300003
647,-100,5.122,2010003325,1,2015/11/17,300003
648,100,0.609,2010003546,1,2015/11/12,601688
649,600,1.7712,2010003570,1,2015/11/11,601158
650,1700,5.0184,2010003570,1,2015/11/12,601158
651,900,2.6568,2010003570,1,2015/11/13,601158
652,-600,7.6752,2010003570,1,2015/11/17,601158
653,500,4.5855,2010003622,1,2015/11/13,002399
654,2600,9.1884,2010004185,1,2015/11/12,601377
655,100,0.6237,2010004250,1,2015/11/11,600998
656,900,5.6133,2010004250,1,2015/11/12,600998
657,1200,7.4844,2010004250,1,2015/11/13,600998
658,1200,1.566,2010004625,1,2015/11/11,601258
659,500,0.6525,2010004625,1,2015/11/12,601258
660,1900,2.4795,2010004625,1,2015/11/17,601258
661,100,0.4698,2010005062,1,2015/11/11,601800
662,1200,5.6376,2010005062,1,2015/11/12,601800
663,500,2.349,2010005062,1,2015/11/13,601800
664,100,0.3417,2010009693,1,2015/11/11,000166
665,2100,7.1757,2010009693,1,2015/11/12,000166
666,-1100,16.2877,2010009693,1,2015/11/17,000166
667,-600,12.4566,2010000059,1,2015/11/18,600074
668,-400,10.3428,2010000089,1,2015/11/18,600104
669,-300,9.9684,2010000156,1,2015/11/18,600180
670,-600,20.1162,2010000171,1,2015/11/18,600196
671,-700,36.3909,2010000279,1,2015/11/18,600315
672,-300,6.1737,2010000336,1,2015/11/18,600380
673,-1900,37.2476,2010000393,1,2015/11/18,600466
674,-13400,623.9844,2010000565,1,2015/11/18,600654
675,-1200,26.676,2010000748,1,2015/11/18,600837
676,-6300,98.3619,2010001083,1,2015/11/18,000540
677,-100,4.0586,2010001228,1,2015/11/18,000712
678,-1100,37.5804,2010001333,1,2015/11/18,000858
679,-600,11.076,2010001447,1,2015/11/18,002004
680,-100,6.3895,2010001626,1,2015/11/18,002183
681,-3500,30.9855,2010003287,1,2015/11/18,601668
682,-300,15.6351,2010003325,1,2015/11/18,300003
683,-400,8.1068,2010003539,1,2015/11/18,300058
684,-200,5.4028,2010003546,1,2015/11/18,601688
685,-1500,19.4025,2010003570,1,2015/11/18,601158
686,-500,33.163,2010003603,1,2015/11/18,300070
