,capital_used,ending_cash,ending_value,orders,period_close,period_open,pnl,portfolio_value,positions,returns,starting_cash,starting_value,transactions
2015-09-01 15:00:00,0.0,10000000.0,0.0,[],2015-09-01 15:00:00+00:00,2015-09-01 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-02 15:00:00,0.0,10000000.0,0.0,[],2015-09-02 15:00:00+00:00,2015-09-02 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-07 15:00:00,0.0,10000000.0,0.0,[],2015-09-07 15:00:00+00:00,2015-09-07 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-08 15:00:00,0.0,10000000.0,0.0,[],2015-09-08 15:00:00+00:00,2015-09-08 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-09 15:00:00,0.0,10000000.0,0.0,[],2015-09-09 15:00:00+00:00,2015-09-09 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-10 15:00:00,0.0,10000000.0,0.0,[],2015-09-10 15:00:00+00:00,2015-09-10 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-11 15:00:00,0.0,10000000.0,0.0,[],2015-09-11 15:00:00+00:00,2015-09-11 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-14 15:00:00,0.0,10000000.0,0.0,"[{'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 14400, 'limit': None, 'sid': '2010007664', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '734c83e5d53e4f359aa5404b92aa34fb', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 9200, 'limit': None, 'sid': '2010010439', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '84dd9d0cdd2942edb3121ed35b82bd23', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 12200, 'limit': None, 'sid': '2010010531', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '31effe6ed78d4e1ca1f8e857bf7a8c3c', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 6100, 'limit': None, 'sid': '2010010217', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'd410d43f56dd469dbf0b053b66db974d', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 15300, 'limit': None, 'sid': '2010001623', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '887e4010f4b94d988730fc2e59a48346', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 59300, 'limit': None, 'sid': '2010004515', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '447e6ede61df430dbbc5461c7fdd7bf8', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 9200, 'limit': None, 'sid': '2010010230', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'bfb7c585ddfc45b3b2e509933fabbd81', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 8000, 'limit': None, 'sid': '2010010235', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'ae8d512564654be6921ffb67df35e24a', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 4100, 'limit': None, 'sid': '2010010227', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'b10df981990d4a23803f7b3666aa746f', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 7900, 'limit': None, 'sid': '2010010222', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'b0965542d69d486891ee69ffb4386da0', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 19800, 'limit': None, 'sid': '2010008262', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'd8431493f9ef4ac98099c99ba57ef326', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 10000, 'limit': None, 'sid': '2010005075', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'e2a8066f87784e29aac55c479639df0e', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 14200, 'limit': None, 'sid': '2010008268', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '1173f0e9e48244878f0c91c5eda9d242', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 18900, 'limit': None, 'sid': '2010008673', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '7c8f809a81104ead9ade943302815718', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 10200, 'limit': None, 'sid': '2010008716', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'b344fcf3c4fa4ec689c7f88ef37998b0', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 14400, 'limit': None, 'sid': '2010009535', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'd6494c088d6b43118af67d66350e6a2d', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 16900, 'limit': None, 'sid': '2010008720', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': 'dde3147c663d45428131fe8d9f28afe6', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 5800, 'limit': None, 'sid': '2010009843', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '03806343f86848fb95a998c7f1142934', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 12100, 'limit': None, 'sid': '2010009846', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '25a180deb1344e669e86ecbc1a31ee0b', 'filled': 0}, {'status': 0, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': None, 'amount': 7200, 'limit': None, 'sid': '2010008679', 'dt': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'id': '754a48fb7e04489d97c5d8de029944dd', 'filled': 0}]",2015-09-14 15:00:00+00:00,2015-09-14 09:31:00+00:00,0.0,10000000.0,[],0.0,10000000.0,0.0,[]
2015-09-15 15:00:00,-9598632.7262,401367.2738,9595754.0,"[{'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 148.71599999999998, 'amount': 15300, 'limit': None, 'sid': '2010001623', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '887e4010f4b94d988730fc2e59a48346', 'filled': 15300}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 157.79729999999998, 'amount': 59300, 'limit': None, 'sid': '2010004515', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '447e6ede61df430dbbc5461c7fdd7bf8', 'filled': 59300}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 149.67, 'amount': 10000, 'limit': None, 'sid': '2010005075', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'e2a8066f87784e29aac55c479639df0e', 'filled': 10000}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 136.07999999999998, 'amount': 14400, 'limit': None, 'sid': '2010007664', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '734c83e5d53e4f359aa5404b92aa34fb', 'filled': 14400}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 144.7578, 'amount': 19800, 'limit': None, 'sid': '2010008262', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'd8431493f9ef4ac98099c99ba57ef326', 'filled': 19800}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 147.43859999999998, 'amount': 14200, 'limit': None, 'sid': '2010008268', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '1173f0e9e48244878f0c91c5eda9d242', 'filled': 14200}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 145.60559999999998, 'amount': 18900, 'limit': None, 'sid': '2010008673', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '7c8f809a81104ead9ade943302815718', 'filled': 18900}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 136.03679999999997, 'amount': 7200, 'limit': None, 'sid': '2010008679', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '754a48fb7e04489d97c5d8de029944dd', 'filled': 7200}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 141.89219999999997, 'amount': 10200, 'limit': None, 'sid': '2010008716', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'b344fcf3c4fa4ec689c7f88ef37998b0', 'filled': 10200}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 148.8552, 'amount': 16900, 'limit': None, 'sid': '2010008720', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'dde3147c663d45428131fe8d9f28afe6', 'filled': 16900}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 150.3792, 'amount': 14400, 'limit': None, 'sid': '2010009535', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'd6494c088d6b43118af67d66350e6a2d', 'filled': 14400}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 139.113, 'amount': 5800, 'limit': None, 'sid': '2010009843', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '03806343f86848fb95a998c7f1142934', 'filled': 5800}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 134.7819, 'amount': 12100, 'limit': None, 'sid': '2010009846', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '25a180deb1344e669e86ecbc1a31ee0b', 'filled': 12100}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 145.6497, 'amount': 6100, 'limit': None, 'sid': '2010010217', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'd410d43f56dd469dbf0b053b66db974d', 'filled': 6100}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 139.119, 'amount': 7900, 'limit': None, 'sid': '2010010222', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'b0965542d69d486891ee69ffb4386da0', 'filled': 7900}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 140.08469999999997, 'amount': 4100, 'limit': None, 'sid': '2010010227', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'b10df981990d4a23803f7b3666aa746f', 'filled': 4100}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 133.80479999999997, 'amount': 9200, 'limit': None, 'sid': '2010010230', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'bfb7c585ddfc45b3b2e509933fabbd81', 'filled': 9200}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 146.39999999999998, 'amount': 8000, 'limit': None, 'sid': '2010010235', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': 'ae8d512564654be6921ffb67df35e24a', 'filled': 8000}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 151.63439999999997, 'amount': 9200, 'limit': None, 'sid': '2010010439', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '84dd9d0cdd2942edb3121ed35b82bd23', 'filled': 9200}, {'status': 1, 'created': datetime.datetime(2015, 9, 14, 0, 0, tzinfo=<UTC>), 'limit_reached': False, 'stop': None, 'stop_reached': False, 'commission': 140.91, 'amount': 12200, 'limit': None, 'sid': '2010010531', 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>), 'id': '31effe6ed78d4e1ca1f8e857bf7a8c3c', 'filled': 12200}]",2015-09-15 15:00:00+00:00,2015-09-15 09:31:00+00:00,-2878.7262,9997121.2738,"[{'amount': 8000, 'last_sale_price': 61.0, 'cost_basis': 61.0183, 'sid': '2010010235'}, {'amount': 4100, 'last_sale_price': 113.89, 'cost_basis': 113.924167, 'sid': '2010010227'}, {'amount': 5800, 'last_sale_price': 79.95, 'cost_basis': 79.973985, 'sid': '2010009843'}, {'amount': 7900, 'last_sale_price': 58.7, 'cost_basis': 58.71761, 'sid': '2010010222'}, {'amount': 19800, 'last_sale_price': 24.37, 'cost_basis': 24.377311000000002, 'sid': '2010008262'}, {'amount': 14400, 'last_sale_price': 31.5, 'cost_basis': 31.50945, 'sid': '2010007664'}, {'amount': 9200, 'last_sale_price': 48.48, 'cost_basis': 48.494544, 'sid': '2010010230'}, {'amount': 59300, 'last_sale_price': 8.87, 'cost_basis': 8.872660999999999, 'sid': '2010004515'}, {'amount': 10200, 'last_sale_price': 46.37, 'cost_basis': 46.383911, 'sid': '2010008716'}, {'amount': 9200, 'last_sale_price': 54.94, 'cost_basis': 54.956482, 'sid': '2010010439'}, {'amount': 14200, 'last_sale_price': 34.61, 'cost_basis': 34.620383, 'sid': '2010008268'}, {'amount': 12200, 'last_sale_price': 38.5, 'cost_basis': 38.51155, 'sid': '2010010531'}, {'amount': 7200, 'last_sale_price': 62.98, 'cost_basis': 62.998894, 'sid': '2010008679'}, {'amount': 6100, 'last_sale_price': 79.59, 'cost_basis': 79.613877, 'sid': '2010010217'}, {'amount': 14400, 'last_sale_price': 34.81, 'cost_basis': 34.820443000000004, 'sid': '2010009535'}, {'amount': 16900, 'last_sale_price': 29.36, 'cost_basis': 29.368807999999998, 'sid': '2010008720'}, {'amount': 15300, 'last_sale_price': 32.4, 'cost_basis': 32.40972, 'sid': '2010001623'}, {'amount': 10000, 'last_sale_price': 49.89, 'cost_basis': 49.904967, 'sid': '2010005075'}, {'amount': 12100, 'last_sale_price': 37.13, 'cost_basis': 37.141139, 'sid': '2010009846'}, {'amount': 18900, 'last_sale_price': 25.68, 'cost_basis': 25.687704, 'sid': '2010008673'}]",-0.00028787262,10000000.0,0.0,"[{'commission': 148.71599999999998, 'amount': 15300, 'sid': '2010001623', 'order_id': '887e4010f4b94d988730fc2e59a48346', 'price': 32.40972, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 157.79729999999998, 'amount': 59300, 'sid': '2010004515', 'order_id': '447e6ede61df430dbbc5461c7fdd7bf8', 'price': 8.872660999999999, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 149.67, 'amount': 10000, 'sid': '2010005075', 'order_id': 'e2a8066f87784e29aac55c479639df0e', 'price': 49.904967, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 136.07999999999998, 'amount': 14400, 'sid': '2010007664', 'order_id': '734c83e5d53e4f359aa5404b92aa34fb', 'price': 31.50945, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 144.7578, 'amount': 19800, 'sid': '2010008262', 'order_id': 'd8431493f9ef4ac98099c99ba57ef326', 'price': 24.377311000000002, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 147.43859999999998, 'amount': 14200, 'sid': '2010008268', 'order_id': '1173f0e9e48244878f0c91c5eda9d242', 'price': 34.620383, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 145.60559999999998, 'amount': 18900, 'sid': '2010008673', 'order_id': '7c8f809a81104ead9ade943302815718', 'price': 25.687704, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 136.03679999999997, 'amount': 7200, 'sid': '2010008679', 'order_id': '754a48fb7e04489d97c5d8de029944dd', 'price': 62.998894, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 141.89219999999997, 'amount': 10200, 'sid': '2010008716', 'order_id': 'b344fcf3c4fa4ec689c7f88ef37998b0', 'price': 46.383911, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 148.8552, 'amount': 16900, 'sid': '2010008720', 'order_id': 'dde3147c663d45428131fe8d9f28afe6', 'price': 29.368807999999998, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 150.3792, 'amount': 14400, 'sid': '2010009535', 'order_id': 'd6494c088d6b43118af67d66350e6a2d', 'price': 34.820443000000004, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 139.113, 'amount': 5800, 'sid': '2010009843', 'order_id': '03806343f86848fb95a998c7f1142934', 'price': 79.973985, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 134.7819, 'amount': 12100, 'sid': '2010009846', 'order_id': '25a180deb1344e669e86ecbc1a31ee0b', 'price': 37.141139, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 145.6497, 'amount': 6100, 'sid': '2010010217', 'order_id': 'd410d43f56dd469dbf0b053b66db974d', 'price': 79.613877, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 139.119, 'amount': 7900, 'sid': '2010010222', 'order_id': 'b0965542d69d486891ee69ffb4386da0', 'price': 58.71761, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 140.08469999999997, 'amount': 4100, 'sid': '2010010227', 'order_id': 'b10df981990d4a23803f7b3666aa746f', 'price': 113.924167, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 133.80479999999997, 'amount': 9200, 'sid': '2010010230', 'order_id': 'bfb7c585ddfc45b3b2e509933fabbd81', 'price': 48.494544, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 146.39999999999998, 'amount': 8000, 'sid': '2010010235', 'order_id': 'ae8d512564654be6921ffb67df35e24a', 'price': 61.0183, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 151.63439999999997, 'amount': 9200, 'sid': '2010010439', 'order_id': '84dd9d0cdd2942edb3121ed35b82bd23', 'price': 54.956482, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}, {'commission': 140.91, 'amount': 12200, 'sid': '2010010531', 'order_id': '31effe6ed78d4e1ca1f8e857bf7a8c3c', 'price': 38.51155, 'dt': datetime.datetime(2015, 9, 15, 0, 0, tzinfo=<UTC>)}]"
2015-09-16 15:00:00,0.0,401367.2738,9813180.0,[],2015-09-16 15:00:00+00:00,2015-09-16 09:31:00+00:00,217426.0,10214547.2738,"[{'amount': 8000, 'last_sale_price': 67.1, 'cost_basis': 61.0183, 'sid': '2010010235'}, {'amount': 4100, 'last_sale_price': 62.65, 'cost_basis': 113.924167, 'sid': '2010010227'}, {'amount': 5800, 'last_sale_price': 87.95, 'cost_basis': 79.973985, 'sid': '2010009843'}, {'amount': 7900, 'last_sale_price': 64.57, 'cost_basis': 58.71761, 'sid': '2010010222'}, {'amount': 19800, 'last_sale_price': 26.08, 'cost_basis': 24.377311000000002, 'sid': '2010008262'}, {'amount': 14400, 'last_sale_price': 34.2, 'cost_basis': 31.50945, 'sid': '2010007664'}, {'amount': 9200, 'last_sale_price': 53.33, 'cost_basis': 48.494544, 'sid': '2010010230'}, {'amount': 59300, 'last_sale_price': 9.55, 'cost_basis': 8.872660999999999, 'sid': '2010004515'}, {'amount': 10200, 'last_sale_price': 50.95, 'cost_basis': 46.383911, 'sid': '2010008716'}, {'amount': 9200, 'last_sale_price': 60.42, 'cost_basis': 54.956482, 'sid': '2010010439'}, {'amount': 14200, 'last_sale_price': 37.84, 'cost_basis': 34.620383, 'sid': '2010008268'}, {'amount': 12200, 'last_sale_price': 42.35, 'cost_basis': 38.51155, 'sid': '2010010531'}, {'amount': 7200, 'last_sale_price': 69.28, 'cost_basis': 62.998894, 'sid': '2010008679'}, {'amount': 6100, 'last_sale_price': 87.0, 'cost_basis': 79.613877, 'sid': '2010010217'}, {'amount': 14400, 'last_sale_price': 15.31, 'cost_basis': 34.820443000000004, 'sid': '2010009535'}, {'amount': 16900, 'last_sale_price': 31.99, 'cost_basis': 29.368807999999998, 'sid': '2010008720'}, {'amount': 15300, 'last_sale_price': 34.89, 'cost_basis': 32.40972, 'sid': '2010001623'}, {'amount': 10000, 'last_sale_price': 54.12, 'cost_basis': 49.904967, 'sid': '2010005075'}, {'amount': 12100, 'last_sale_price': 33.42, 'cost_basis': 37.141139, 'sid': '2010009846'}, {'amount': 18900, 'last_sale_price': 28.25, 'cost_basis': 25.687704, 'sid': '2010008673'}]",0.0217488609016,401367.2738,9595754.0,[]
